budget,homepage,id,original_language,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,genre1,genre2,genre3,genre4,genre5,genre6,genre7
79000000,http://www.themysteriousisland.com/,72545,en,40.723459,1/19/2012,355692760,94,Released,Journey 2: The Mysterious Island,5.8,1030,12,28,878,,,,
73000000,,330,en,2.502487,5/23/1997,229074524,129,Released,The Lost World: Jurassic Park,6.2,2487,12,28,878,,,,
75000000,,36657,en,4.66891,7/13/2000,296339527,104,Released,X-Men,6.8,4097,12,28,878,,,,
32350000,http://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,1892,en,46.509071,5/23/1983,572700000,135,Released,Return of the Jedi,7.9,4665,12,28,878,,,,
18000000,http://www.starwars.com/films/star-wars-episode-v-the-empire-strikes-back,1891,en,78.51783,5/17/1980,538400000,124,Released,The Empire Strikes Back,8.2,5879,12,28,878,,,,
0,,27380,en,1.110179,6/25/1982,0,99,Released,Megaforce,3.5,15,12,28,878,,,,
11000000,http://www.starwars.com/films/star-wars-episode-iv-a-new-hope,11,en,126.393695,5/25/1977,775398007,121,Released,Star Wars,8.1,6624,12,28,878,,,,
45000000,,1577,en,29.880122,9/10/2004,129394835,94,Released,Resident Evil: Apocalypse,6.1,1267,27,28,878,,,,
45000000,http://www.sonypictures.com/movies/residentevilextinction/index.html,7737,en,12.06538,9/20/2007,148412065,94,Released,Resident Evil: Extinction,6.1,1292,27,28,878,,,,
33000000,http://www.sonypictures.com/movies/residentevil/index.html,1576,en,40.715623,3/15/2002,102984862,100,Released,Resident Evil,6.4,2065,27,28,878,,,,
2000000,,13025,en,15.351412,9/8/2007,5364858,95,Released,Diary of the Dead,5.4,190,27,28,878,,,,
20000000,,107985,en,55.964605,7/18/2013,46089287,109,Released,The World's End,6.7,1778,35,28,878,,,,
80000000,,8870,en,13.800656,11/10/2000,33463969,106,Released,Red Planet,5.4,267,53,28,878,,,,
16000000,http://www.leftbehindmovie.com/,218043,en,33.452469,10/3/2014,19682924,110,Released,Left Behind,3.7,392,53,28,878,,,,
49000000,http://www.chappie-movie.com,198184,en,116.700319,3/4/2015,104399548,120,Released,Chappie,6.6,3062,80,28,878,,,,
100000000,,18162,en,19.38841,6/5/2009,68688831,102,Released,Land of the Lost,5.3,381,12,35,878,,,,
40000000,http://paulthemovie.co.uk/,39513,en,43.151268,2/14/2011,97552050,104,Released,Paul,6.5,1789,12,35,878,,,,
30000000,,7512,en,27.940093,9/1/2006,495303,84,Released,Idiocracy,6.3,664,12,35,878,,,,
10000000,http://detentionmovie.com/,68684,en,10.424596,3/16/2011,0,93,Released,Detention,5.7,129,27,35,878,,,,
225000000,http://www.sonypictures.com/movies/meninblack3/,41154,en,52.035179,5/23/2012,624026776,106,Released,Men in Black 3,6.2,4160,28,35,878,,,,
100000000,,11692,en,12.092241,8/15/2002,7103973,95,Released,The Adventures of Pluto Nash,4.4,142,28,35,878,,,,
90000000,,9890,en,19.224754,6/10/2004,102000000,93,Released,The Stepford Wives,5.4,334,28,35,878,,,,
88000000,http://www.pixels-movie.com/,257344,en,140.849495,7/16/2015,243637091,105,Released,Pixels,5.6,2513,28,35,878,,,,
35000000,,11918,en,19.088655,3/27/2008,25871834,85,Released,Superhero Movie,4.9,379,28,35,878,,,,
14350531,http://attacktheblock.com/,59678,en,30.952377,5/12/2011,3964682,88,Released,Attack the Block,6.3,733,28,35,878,,,,
0,,43630,en,0.0206,1/1/2005,0,97,Rumored,The Helix... Loaded,4.8,2,28,35,878,,,,
0,http://www.protagonistpictures.com/films/american-hero,367551,en,5.023091,12/11/2015,0,86,Released,American Hero,5,62,28,35,878,,,,
300000,,13282,en,6.473667,4/27/1975,8000000,80,Released,Death Race 2000,5.9,124,28,35,878,,,,
132000000,,74,en,48.572726,6/28/2005,591739379,116,Released,War of the Worlds,6.2,2322,12,53,878,,,,
0,http://www.listeningmovie.com/,331592,en,2.414721,9/11/2015,0,100,Released,Listening,5.5,31,18,53,878,,,,
26000000,http://www.splicethefilm.com/,37707,en,23.227877,10/6/2009,0,104,Released,Splice,5.5,671,27,53,878,,,,
21000000,,7341,en,4.781538,3/11/1999,17762705,104,Released,The Rage: Carrie 2,5.1,76,27,53,878,,,,
15000000,,1562,en,34.759855,4/26/2007,64238440,100,Released,28 Weeks Later,6.5,1197,27,53,878,,,,
10000000,,10163,en,10.125029,3/5/1992,32101000,108,Released,The Lawnmower Man,5.4,197,27,53,878,,,,
200000000,,296,en,69.405188,7/2/2003,435000000,109,Released,Terminator 3: Rise of the Machines,5.9,2143,28,53,878,,,,
80000000,,20504,en,32.363538,1/14/2010,157107755,118,Released,The Book of Eli,6.6,2164,28,53,878,,,,
45000000,http://www.deathracemovie.net/,10483,en,42.57877,8/22/2008,73762516,105,Released,Death Race,6,1175,28,53,878,,,,
50000000,http://gamerthemovie.com,18501,en,27.631262,9/3/2009,40828540,95,Released,Gamer,5.6,760,28,53,878,,,,
40000000,http://www.intimemovie.com/,49530,en,60.231382,10/27/2011,173930596,109,Released,In Time,6.7,3417,28,53,878,,,,
30000000,,13460,en,21.538222,3/14/2008,22211426,108,Released,Doomsday,5.8,363,28,53,878,,,,
30000000,http://loopermovie.com/,59967,en,46.377628,9/26/2012,47042000,118,Released,Looper,6.6,4697,28,53,878,,,,
20000000,http://www.lockoutfilm.com/,81796,en,35.232278,4/12/2012,32204030,95,Released,Lockout,5.8,715,28,53,878,,,,
8000000,,12088,en,8.708229,9/30/1992,6739141,95,Released,Fortress,5.7,168,28,53,878,,,,
6400000,http://www.mgm.com/#/our-titles/1970/The-Terminator/,218,en,74.234793,10/26/1984,78371200,108,Released,The Terminator,7.3,4128,28,53,878,,,,
15000000,,9276,en,21.535126,12/25/1998,40283321,104,Released,The Faculty,6.2,492,27,9648,878,,,,
5952000,,837,en,18.119265,2/4/1983,2120439,87,Released,Videodrome,7.1,454,27,9648,878,,,,
2500000,,10676,en,12.030456,10/22/1982,14400000,98,Released,Halloween III: Season of the Witch,5,229,27,9648,878,,,,
130000000,https://www.warnerbros.com/watchmen,13183,en,64.798873,3/5/2009,185258983,163,Released,Watchmen,7,2811,28,9648,878,,,,
8800000,,11588,en,3.789485,1/15/2004,0,90,Released,The I Inside,5.9,62,53,9648,878,,,,
35000000,,152,en,24.616634,12/6/1979,139000000,132,Released,Star Trek: The Motion Picture,6.2,530,878,12,9648,,,,
130000000,http://www.us.movie.tintin.com/,17578,en,89.938296,10/25/2011,371940071,107,Released,The Adventures of Tintin,6.7,2061,12,16,9648,,,,
66000000,http://www.foxmovies.com.au/entrapment,1844,en,25.877794,4/29/1999,212404396,112,Released,Entrapment,6,602,10749,18,9648,,,,
40000000,http://wwws.warnerbros.de/thelakehouse/,2044,en,29.88736,6/16/2006,114830111,99,Released,The Lake House,6.5,670,10749,18,9648,,,,
90000000,http://www.meetjoeblack.com/,297,en,36.069611,11/12/1998,142940100,178,Released,Meet Joe Black,6.9,1147,14,18,9648,,,,
6000000,,141,en,61.210016,1/18/2001,1270522,113,Released,Donnie Darko,7.7,3452,14,18,9648,,,,
3200000,,805,en,26.180367,6/12/1968,33395426,136,Released,Rosemary's Baby,7.5,863,27,18,9648,,,,
22000000,http://www.hailcaesar-film.com/ww/,270487,en,39.006187,2/5/2016,63647656,106,Released,"Hail, Caesar!",5.7,1309,35,18,9648,,,,
10000000,http://while-were-young.com/,252512,en,19.263477,4/3/2015,7587485,97,Released,While We're Young,5.8,383,35,18,9648,,,,
30000000,http://wwws.warnerbros.de/number23/,3594,en,23.197408,2/23/2007,77566815,101,Released,The Number 23,6.3,1018,53,18,9648,,,,
20000000,,9963,en,22.049787,2/8/2007,84146832,96,Released,Premonition,5.8,381,53,18,9648,,,,
8000000,,13079,en,9.728143,9/8/2007,0,90,Released,The Life Before Her Eyes,6.1,88,53,18,9648,,,,
55000000,http://www.changelingmovie.net,3580,en,27.50916,1/30/2008,113020255,141,Released,Changeling,7.3,1131,80,18,9648,,,,
40000000,,13536,en,3.476966,9/6/2002,22433915,108,Released,City By The Sea,5.7,92,80,18,9648,,,,
20000000,,617,en,25.041992,3/20/1998,67200000,108,Released,Wild Things,6.3,444,80,18,9648,,,,
19500000,http://secretintheireyes.movie/,290751,en,15.012237,10/14/2015,34854990,111,Released,Secret in Their Eyes,6.2,336,80,18,9648,,,,
12500000,,9504,en,13.939054,9/15/1992,10725228,100,Released,Glengarry Glen Ross,7.5,323,80,18,9648,,,,
1600000,,592,en,20.810292,4/7/1974,4420000,113,Released,The Conversation,7.5,372,80,18,9648,,,,
0,,86812,en,6.192383,1/22/2011,0,85,Released,Sound of My Voice,6.3,108,878,18,9648,,,,
32000000,,2637,en,14.733513,1/25/2002,55157539,119,Released,The Mothman Prophecies,6.1,305,18,27,9648,,,,
20000000,http://www.letmein-movie.com,41402,en,19.705311,10/1/2010,24145613,116,Released,Let Me In,6.7,641,18,27,9648,,,,
20000000,,61012,en,23.292761,10/10/2012,52302796,94,Released,Silent Hill: Revelation 3D,5,432,53,27,9648,,,,
14000000,,4232,en,45.99611,12/20/1996,173046663,111,Released,Scream,7,1476,80,27,9648,,,,
35000000,http://www.abductionthefilm.com/,59965,en,19.893646,9/22/2011,82087155,106,Released,Abduction,5.6,961,53,28,9648,,,,
0,http://soundandtheshadow.com/,362765,en,0.072359,10/19/2014,0,90,Released,The Sound and the Shadow,0,0,53,35,9648,,,,
80000000,,14462,en,21.394281,7/30/2004,96105964,129,Released,The Manchurian Candidate,6.2,393,18,53,9648,,,,
50000000,,69668,en,19.267479,9/30/2011,38502340,84,Released,Dream House,5.8,391,18,53,9648,,,,
21500000,,1073,en,12.819447,3/19/1999,0,117,Released,Arlington Road,7,239,18,53,9648,,,,
15000000,,28211,en,26.373864,3/25/2009,8459458,96,Released,Chloe,5.9,498,18,53,9648,,,,
1987650,http://www.experienceburied.com/index.html,26388,en,32.841229,9/24/2010,19152480,94,Released,Buried,6.6,827,18,53,9648,,,,
0,http://www.welcometothefamily.com/,19904,en,7.924428,10/16/2009,0,101,Released,The Stepfather,5.4,167,27,53,9648,,,,
17000000,,3597,en,27.654472,10/17/1997,125586134,100,Released,I Know What You Did Last Summer,5.6,687,27,53,9648,,,,
3500000,,39303,en,1.271621,4/25/2009,0,96,Released,2:13,4.6,10,27,53,9648,,,,
0,http://www.truthordarefilm.com/,101179,en,6.679954,8/5/2012,0,95,Released,Truth or Dare,5.7,117,27,53,9648,,,,
0,,322194,en,0.397323,3/10/2015,0,110,Released,Subconscious,3.4,4,28,53,9648,,,,
26000000,,70436,en,22.520842,3/9/2012,29657751,111,Released,The Raven,6.1,426,80,53,9648,,,,
19000000,,12150,en,11.47316,9/15/1989,110879513,113,Released,Sea of Love,6.7,141,18,80,9648,,,,
16000000,,25166,en,3.021835,3/3/2000,15427192,96,Released,Drowning Mona,5.4,43,35,80,9648,,,,
3000000,http://www.brokenlizard.com/,39939,en,16.312803,1/18/2001,18492362,100,Released,Super Troopers,6.6,362,35,80,9648,,,,
40000000,,8224,en,25.580272,2/26/1999,96618699,123,Released,8MM,6.1,474,53,80,9648,,,,
3000000,,1685,en,24.393296,5/1/1970,18999718,95,Released,Beneath the Planet of the Apes,6.2,361,12,878,9648,,,,
90000000,http://www.warnerbros.com/contact,686,en,55.249434,7/11/1997,171120329,150,Released,Contact,7.2,1308,18,878,9648,,,,
0,http://www.AtlasShruggedMovie.com,134371,en,4.725357,10/12/2012,0,112,Released,Atlas Shrugged Part II,5.4,41,18,878,9648,,,,
5000000,http://www.atlasshruggedmovie.com/,199933,en,1.731035,9/12/2014,846704,99,Released,Atlas Shrugged Part III: Who is John Galt?,3.9,15,18,878,9648,,,,
50000000,http://www.super8-movie.com/,37686,en,37.069253,6/8/2011,260095987,112,Released,Super 8,6.6,2435,53,878,9648,,,,
32000000,http://www.enterthesourcecode.com/,45612,en,59.19888,3/30/2011,147332697,93,Released,Source Code,7.1,2699,53,878,9648,,,,
16000000,,1090,en,19.890428,4/16/1999,18564088,100,Released,The Thirteenth Floor,6.8,378,53,878,9648,,,,
7500000,http://www.miramax.com/cypher/,10133,en,11.636883,10/1/2002,0,95,Released,Cypher,6.7,192,53,878,9648,,,,
1000000,http://www.frozensouth.com/,201132,en,1.883947,9/5/2013,0,92,Released,Antarctica: A Year on Ice,7.2,29,18,12,99,,,,
11000000,,12094,en,11.227087,9/22/2006,72778712,95,Released,Jackass Number Two,6.4,298,28,35,99,,,,
0,,16858,en,5.159407,12/20/1979,37823676,123,Released,All That Jazz,7.3,85,18,10402,,,,,
60000000,,786,en,21.547446,9/15/2000,47383689,122,Released,Almost Famous,7.4,797,18,10402,,,,,
40000000,,1677,en,21.743321,10/29/2004,124731534,152,Released,Ray,7.2,467,18,10402,,,,,
38000000,,10537,en,10.794175,3/1/1991,34416893,140,Released,The Doors,6.7,275,18,10402,,,,,
0,,239566,en,13.064264,8/1/2014,31911598,139,Released,Get on Up,6.4,158,18,10402,,,,,
28000000,http://www.straightouttacompton.com/,277216,en,61.76233,8/13/2015,201634991,147,Released,Straight Outta Compton,7.7,1355,18,10402,,,,,
23000000,,6478,en,6.138213,12/17/2004,0,118,Released,Beyond the Sea,6.5,55,18,10402,,,,,
20000000,http://www.imnotthere-movie.com/,3902,en,13.032308,10/1/2007,4001121,135,Released,I'm Not There.,6.6,195,18,10402,,,,,
18000000,,10560,en,6.961736,5/12/2000,17200925,115,Released,Center Stage,6.8,90,18,10402,,,,,
17500000,http://www.foxsearchlight.com/blacknativity/,175541,en,7.180403,11/27/2013,7018189,93,Released,Black Nativity,5.8,16,18,10402,,,,,
15000000,,16769,en,3.826685,3/7/1980,67182787,125,Released,Coal Miner's Daughter,7.2,67,18,10402,,,,,
0,,15765,en,7.921311,6/9/1993,0,118,Released,What's Love Got to Do with It,6.9,72,18,10402,,,,,
13000000,,1931,en,6.92205,5/16/2007,75511123,114,Released,Stomp the Yard,6.1,88,18,10402,,,,,
11000000,http://www.cbsfilms.com/inside-llewyn-davis/,86829,en,36.319205,10/6/2013,32935319,105,Released,Inside Llewyn Davis,7.2,834,18,10402,,,,,
10000000,,27586,en,17.611971,3/19/2010,2995811,106,Released,The Runaways,6.3,254,18,10402,,,,,
0,,1808,en,10.932711,10/23/1998,1053788,119,Released,Velvet Goldmine,6.9,116,18,10402,,,,,
0,,24356,en,1.71729,8/8/2003,0,112,Released,Masked and Anonymous,5.2,13,18,10402,,,,,
6500000,,16620,en,6.847099,7/24/1987,54215416,108,Released,La Bamba,6.8,116,18,10402,,,,,
3400000,http://www.reneethemovie.com/,75861,en,6.723057,3/13/2015,0,118,Released,To Write Love on Her Arms,6.8,47,18,10402,,,,,
0,,62677,en,3.363321,3/1/2001,0,109,Released,Songcatcher,5.6,9,18,10402,,,,,
0,http://www.graceunplugged.com/,206284,en,2.160586,10/4/2013,0,102,Released,Grace Unplugged,6,24,18,10402,,,,,
45000000,,9899,en,6.803965,12/25/2005,38058335,134,Released,The Producers,6.1,151,35,10402,,,,,
0,,14655,en,5.483671,11/7/2008,0,103,Released,Soul Men,6.3,47,35,10402,,,,,
35000000,http://www.walkhard-movie.com/,6575,en,10.73522,12/21/2007,18317151,96,Released,Walk Hard: The Dewey Cox Story,6.6,212,35,10402,,,,,
29000000,,254470,en,71.496894,5/7/2015,287506194,115,Released,Pitch Perfect 2,6.8,1940,35,10402,,,,,
0,http://www.joyfulnoisethemovie.com,63574,en,5.753705,1/13/2012,0,117,Released,Joyful Noise,6.7,33,35,10402,,,,,
22000000,,19366,en,6.404571,4/6/2001,0,98,Released,Josie and the Pussycats,5.3,72,35,10402,,,,,
35000000,http://www.schoolofrockmovie.com/,1584,en,43.057323,10/3/2003,131282949,108,Released,School of Rock,6.7,1414,35,10402,,,,,
0,,40932,en,6.574285,6/20/1980,0,124,Released,Can't Stop the Music,4.9,9,35,10402,,,,,
6500000,,9781,en,5.700333,8/13/1999,4217115,95,Released,Detroit Rock City,6.7,100,35,10402,,,,,
0,,12621,en,5.293363,1/21/2008,0,92,Released,Hamlet 2,6.1,56,35,10402,,,,,
6000000,,13370,en,4.053017,4/16/2003,18750246,91,Released,A Mighty Wind,6.6,74,35,10402,,,,,
0,,17768,en,8.902102,10/16/1966,0,99,Released,A Funny Thing Happened on the Way to the Forum,6.1,24,35,10402,,,,,
560000,http://www.thebeatles.com/film/hard-days-night,704,en,10.730056,7/6/1964,12299668,88,Released,A Hard Day's Night,7.3,168,35,10402,,,,,
12000000,http://www.katyperry.com/movie/,101267,en,8.410688,6/28/2012,32726956,93,Released,Katy Perry: Part of Me,6.5,85,99,10402,,,,,
0,http://www.shinealightmovie.com/,7944,en,2.162522,2/7/2008,0,122,Released,Shine a Light,7.2,44,99,10402,,,,,
1000000,,159014,en,5.247956,6/14/2013,0,89,Released,20 Feet from Stardom,7.4,85,99,10402,,,,,
0,,30867,en,0.607782,10/31/2006,0,95,Released,Scott Walker: 30 Century Man,7,8,99,10402,,,,,
100,,268917,en,0.394575,6/15/2014,0,77,Released,The Past Is a Grotesque Animal,5.5,2,99,10402,,,,,
0,http://www.mgm.com/#/our-titles/1092/The-Last-Waltz/,13963,en,3.277287,5/1/1978,321952,117,Released,The Last Waltz,7.9,64,99,10402,,,,,
0,,27686,en,1.847822,8/29/1945,0,96,Released,State Fair,6.2,19,10402,10749,,,,,
3700000,,35032,en,0.90522,6/11/1948,2956000,102,Released,The Pirate,6.6,17,10402,10749,,,,,
2300000,,17820,en,1.606314,7/13/1951,11000000,107,Released,Show Boat,6.9,18,10402,10749,,,,,
105000000,,64682,en,61.196071,5/10/2013,351040419,143,Released,The Great Gatsby,7.3,3769,18,10749,,,,,
60000000,http://www.abeautifulmind.com/,453,en,59.248437,12/11/2001,313542341,135,Released,A Beautiful Mind,7.7,3009,18,10749,,,,,
72000000,,11086,en,11.215702,12/21/2001,37317558,152,Released,The Majestic,6.6,188,18,10749,,,,,
65000000,,11820,en,19.718544,12/19/2003,0,117,Released,Mona Lisa Smile,6.5,393,18,10749,,,,,
64000000,,12618,en,4.137237,10/8/1999,74608570,133,Released,Random Hearts,5.3,63,18,10749,,,,,
60000000,,547,en,12.867352,5/14/1998,186883563,170,Released,The Horse Whisperer,6.7,292,18,10749,,,,,
0,http://troublewiththecurve.warnerbros.com/,87825,en,18.587114,9/21/2012,0,111,Released,Trouble with the Curve,6.6,366,18,10749,,,,,
55000000,http://www.burlesquethemovie.com/,42297,en,22.863516,11/23/2010,89519773,119,Released,Burlesque,6.9,573,18,10749,,,,,
2000000,,802,en,23.962109,6/13/1962,9250000,153,Released,Lolita,7.3,395,18,10749,,,,,
0,http://luckyyoumovie.warnerbros.com/,1950,en,6.162872,5/1/2007,5761917,124,Released,Lucky You,5.4,81,18,10749,,,,,
0,,9441,en,16.368283,12/25/1998,0,124,Released,Stepmom,6.9,277,18,10749,,,,,
50000000,,10390,en,9.622345,9/17/1999,0,137,Released,For Love of the Game,6.3,88,18,10749,,,,,
35000000,,4148,en,20.360549,12/19/2008,75225693,119,Released,Revolutionary Road,6.7,796,18,10749,,,,,
45000000,http://www.loveinthetime.com/,6639,en,5.361699,10/4/2007,4607608,139,Released,Love in the Time of Cholera,6.4,81,18,10749,,,,,
65000000,,10641,en,8.680334,8/11/2000,0,103,Released,Autumn in New York,5.7,135,18,10749,,,,,
40000000,,10647,en,24.313684,10/12/2000,55707411,122,Released,Pay It Forward,7,432,18,10749,,,,,
40000000,http://www.sonypictures.com/movies/rent/,1833,en,10.433667,11/23/2005,31670620,135,Released,Rent,6.7,155,18,10749,,,,,
40000000,,1921,en,19.372805,2/16/2001,65754228,119,Released,Sweet November,6.4,278,18,10749,,,,,
0,,15556,en,5.778724,1/15/1999,0,128,Released,At First Sight,5.9,48,18,10749,,,,,
27000000,,2288,en,22.636908,12/1/2004,115505027,104,Released,Closer,6.7,811,18,10749,,,,,
0,,6440,en,11.1399,12/18/2001,0,111,Released,The Shipping News,6.4,108,18,10749,,,,,
34000000,,228205,en,41.946523,4/9/2015,63013281,128,Released,The Longest Ride,7.3,1064,18,10749,,,,,
30000000,,72570,en,26.780961,2/5/2012,196114570,104,Released,The Vow,7,1293,18,10749,,,,,
30000000,,10333,en,3.845231,12/25/1991,74787599,132,Released,The Prince of Tides,5.9,56,18,10749,,,,,
25000000,http://www.theupintheairmovie.com/,22947,en,33.704181,9/5/2009,163670000,109,Released,Up in the Air,6.7,1205,18,10749,,,,,
0,,9715,en,7.922716,5/29/1998,0,114,Released,Hope Floats,5.8,81,18,10749,,,,,
30000000,,6023,en,29.489274,11/15/2007,156835339,126,Released,P.S. I Love You,6.9,977,18,10749,,,,,
30000000,http://stepupmovie.com/,41233,en,25.060342,8/4/2010,159291809,107,Released,Step Up 3D,6.6,582,18,10749,,,,,
0,,53113,en,2.644427,9/18/1998,0,127,Released,One True Thing,6.2,27,18,10749,,,,,
0,,11162,en,12.467267,9/3/2004,0,138,Released,The Merchant of Venice,6.7,144,18,10749,,,,,
28000000,http://www.prideandprejudicemovie.net/splash.html,4348,en,36.58383,9/16/2005,121147947,135,Released,Pride & Prejudice,7.7,1358,18,10749,,,,,
26000000,,239571,en,33.93914,10/16/2014,35926213,117,Released,The Best of Me,7.2,765,18,10749,,,,,
25000000,http://theluckyonemovie.warnerbros.com/,77877,en,26.811541,4/19/2012,99357138,101,Released,The Lucky One,6.8,946,18,10749,,,,,
14000000,,859,en,14.480628,12/16/1988,34670720,119,Released,Dangerous Liaisons,7,257,18,10749,,,,,
24000000,,688,en,17.606087,5/28/1995,182016617,135,Released,The Bridges of Madison County,7.3,385,18,10749,,,,,
22000000,,10445,en,5.609755,12/25/1993,0,131,Released,Shadowlands,6.8,61,18,10749,,,,,
0,,7548,en,7.588597,9/16/2004,0,114,Released,The Libertine,5.9,128,18,10749,,,,,
20000000,http://www.mebeforeyoumovie.net,296096,en,53.161905,6/2/2016,207945075,110,Released,Me Before You,7.6,2562,18,10749,,,,,
20000000,,226857,en,27.256849,2/12/2014,34077920,103,Released,Endless Love,6.7,542,18,10749,,,,,
18000000,http://www.lovehappensmovie.com,25643,en,13.472365,9/18/2009,36133014,109,Released,Love Happens,5.6,180,18,10749,,,,,
17000000,,10068,en,12.313143,2/14/1986,6735922,117,Released,Nine 1/2 Weeks,5.8,177,18,10749,,,,,
0,http://www.sonyclassics.com/thelaststation/,36811,en,3.659292,9/4/2009,0,112,Released,The Last Station,6.7,55,18,10749,,,,,
16500000,,4584,en,20.898711,12/13/1995,135000000,136,Released,Sense and Sensibility,7.2,352,18,10749,,,,,
20000000,http://rememberme-movie.com/,23169,en,36.764666,3/12/2010,0,113,Released,Remember Me,6.9,948,18,10749,,,,,
15000000,http://www.theyellowhandkerchief.com/,22556,en,3.803495,12/17/2008,317000,102,Released,The Yellow Handkerchief,6.4,52,18,10749,,,,,
11500000,,1245,en,15.355589,11/5/1993,23237911,134,Released,The Remains of the Day,7.5,202,18,10749,,,,,
15000000,http://www.countrystrong-movie.com/,45272,en,7.809701,12/22/2010,20529194,117,Released,Country Strong,5.9,80,18,10749,,,,,
15000000,http://www.focusfeatures.com/one_day,51828,en,16.629173,3/2/2011,59389433,107,Released,One Day,7,978,18,10749,,,,,
14500000,http://www.romeoandjuliet.com/,454,en,41.493042,10/31/1996,147298761,120,Released,Romeo + Juliet,6.7,1374,18,10749,,,,,
14000000,,28029,en,6.370267,1/29/1999,0,107,Released,A Walk on the Moon,6.2,21,18,10749,,,,,
14000000,,87729,en,0.900442,3/31/1995,2474000,139,Released,Jefferson in Paris,5.2,10,18,10749,,,,,
14000000,http://www.brokebackmountain.com,142,en,44.135568,9/2/2005,178043761,134,Released,Brokeback Mountain,7.5,1480,18,10749,,,,,
13500000,,10712,en,9.982885,9/1/2002,29027914,107,Released,Far from Heaven,6.9,144,18,10749,,,,,
13000000,http://perks-of-being-a-wallflower.com/,84892,en,43.444135,9/20/2012,33400000,102,Released,The Perks of Being a Wallflower,7.7,2968,18,10749,,,,,
0,,17187,en,6.796079,11/22/2002,0,108,Released,The Emperor's Club,6.9,96,18,10749,,,,,
0,,3635,en,19.944479,8/31/2003,31466789,101,Released,Girl with a Pearl Earring,6.4,377,18,10749,,,,,
12000000,,10362,en,8.290636,11/19/2008,3148182,110,Released,Two Lovers,6.6,154,18,10749,,,,,
0,,89325,en,2.303865,4/20/2012,0,103,Released,Darling Companion,5.3,22,18,10749,,,,,
11000000,http://www2.warnerbros.com/walktoremember/main.html,10229,en,33.283554,1/25/2002,41227069,101,Released,A Walk to Remember,7.5,1018,18,10749,,,,,
11000000,http://www.foxsearchlight.com/brooklyn/,167073,en,39.337949,10/20/2015,62076141,111,Released,Brooklyn,7.2,1213,18,10749,,,,,
10000000,,41823,en,3.079862,8/3/1990,16153593,129,Released,Mo' Better Blues,6.3,47,18,10749,,,,,
0,http://www.thepeacefulwarriormovie.com/,13689,en,8.326131,3/30/2006,0,120,Released,Peaceful Warrior,7.3,90,18,10749,,,,,
10000000,,1989,en,10.733761,5/16/2007,21786738,111,Released,My Blueberry Nights,6,190,18,10749,,,,,
9600000,,9700,en,3.588529,9/3/2005,4386236,144,Released,The Lost City,6,24,18,10749,,,,,
9000000,http://www.veronikadecidestodiethemovie.com/,25968,en,4.799022,5/16/2009,0,103,Released,Veronika Decides to Die,5.8,75,18,10749,,,,,
22000000,,10696,en,3.809131,9/21/2001,5271666,104,Released,Glitter,3.4,38,18,10749,,,,,
8000000,,26306,en,8.717235,1/24/1997,589304,106,Released,Prefontaine,6.7,21,18,10749,,,,,
7500000,http://www.sonyclassics.com/aneducation/,24684,en,16.990308,10/29/2009,26096852,100,Released,An Education,6.8,409,18,10749,,,,,
7500000,http://www.workandtheglory.com/,36046,en,0.571663,11/24/2004,3347647,110,Released,The Work and the Glory,6.1,7,18,10749,,,,,
7000000,,37080,en,5.517597,11/7/2009,0,125,Released,Mother and Child,6.7,46,18,10749,,,,,
0,,325373,en,3.139294,10/2/2016,0,96,Released,Two Lovers and a Bear,6.8,27,18,10749,,,,,
6000000,http://www.thewrestlermovie.com/,12163,en,40.196514,9/7/2008,44703995,109,Released,The Wrestler,7.3,1000,18,10749,,,,,
0,,12509,en,8.483531,9/6/2000,0,122,Released,Pollock,6.6,91,18,10749,,,,,
6000000,http://www.paramountvantage.com/virginsuicides/html_3/,1443,en,26.218912,4/21/1999,10409377,97,Released,The Virgin Suicides,7.1,817,18,10749,,,,,
6000000,,7547,en,3.427061,1/10/2006,0,97,Released,Come Early Morning,5.9,10,18,10749,,,,,
0,,11889,en,2.714043,12/14/2001,0,91,Released,Iris,6.2,47,18,10749,,,,,
4000000,,1365,en,14.042041,11/11/2001,44909486,111,Released,Monster's Ball,6.5,250,18,10749,,,,,
3600000,http://www.mgm.com/title_title.do?title_star=LEAVINGL,451,en,22.030517,10/27/1995,49800000,112,Released,Leaving Las Vegas,7.1,360,18,10749,,,,,
0,http://www.foxsearchlight.com/theartofgettingby/,64678,en,12.690224,6/17/2011,1406224,83,Released,The Art of Getting By,6.5,415,18,10749,,,,,
4000000,,133575,en,0.409089,7/16/1999,0,100,Released,The Velocity of Gary,4.2,5,18,10749,,,,,
0,http://www.foxsearchlight.com/adam/,22051,en,8.308442,7/29/2009,2277396,99,Released,Adam,6.9,150,18,10749,,,,,
3000000,,261,en,16.553594,2/17/1958,17570324,108,Released,Cat on a Hot Tin Roof,7.6,165,18,10749,,,,,
0,,26371,en,11.552247,9/18/1987,0,134,Released,Maurice,7.1,61,18,10749,,,,,
2500000,,468,en,10.363642,10/17/1991,0,104,Released,My Own Private Idaho,7.1,212,18,10749,,,,,
0,http://www.clubcultura.com/clubcine/clubcineastas/isabelcoixet/mividasinmi/index.htm,20,en,7.958831,3/7/2003,9726954,106,Released,My Life Without Me,7.2,77,18,10749,,,,,
